	TargetID	DrugID	Highest_status	MOA
9207	T83813	D06VPR	Investigative	Inhibitor
9208	T79062	D06VPR	Investigative	Inhibitor
9209	T78709	D06VPR	Investigative	Inhibitor
9210	T16691	D06VPR	Investigative	Inhibitor
9211	T11072	D06VPR	Investigative	Inhibitor
9212	T83193	D0Y7QY	Investigative	Inhibitor
9213	T59929	D0X5RA	Investigative	Inhibitor
9214	T84621	D07PYC	Investigative	Inhibitor
9215	T13260	D07PYC	Investigative	Inhibitor
9216	T13260	D0V8CR	Investigative	Inhibitor
9217	T84621	D0V8CR	Investigative	Inhibitor
9218	T84621	D0M7FS	Investigative	Inhibitor
9219	T13260	D0M7FS	Investigative	Inhibitor
9220	T84621	D02NAG	Investigative	Inhibitor
9221	T13260	D02NAG	Investigative	Inhibitor
9222	T84621	D04ELJ	Investigative	Inhibitor
9223	T13260	D04ELJ	Investigative	Inhibitor
9224	T84621	D08AZK	Investigative	Inhibitor
9225	T13260	D08AZK	Investigative	Inhibitor
9226	T13260	D0K3CE	Investigative	Inhibitor
9227	T13260	D0J2WW	Investigative	Inhibitor
9228	T13260	D0D8GU	Investigative	Inhibitor
9229	T13260	D07ZCD	Investigative	Inhibitor
9230	T13260	D0C8EO	Investigative	Inhibitor
9231	T13260	D0U6IT	Investigative	Inhibitor
9232	T13260	D06HFV	Investigative	Inhibitor
9233	T13201	D0L4FM	Investigative	Inhibitor
9234	T43920	D06GPL	Investigative	Inhibitor
9235	T13201	D06GPL	Investigative	Inhibitor
9236	T64567	D06GPL	Investigative	Inhibitor
9237	T20401	D06GPL	Investigative	Inhibitor
9238	T20401	D0I5YQ	Investigative	Inhibitor
9239	T64567	D0I5YQ	Investigative	Inhibitor
9240	T13201	D0I5YQ	Investigative	Inhibitor
9241	T43920	D0I5YQ	Investigative	Inhibitor
9242	T43920	D04JIN	Investigative	Inhibitor
9243	T13201	D04JIN	Investigative	Inhibitor
9244	T64567	D04JIN	Investigative	Inhibitor
9245	T20401	D04JIN	Investigative	Inhibitor
9246	T64567	D01JTI	Investigative	Inhibitor
9247	T20401	D01JTI	Investigative	Inhibitor
9248	T43920	D01JTI	Investigative	Inhibitor
9249	T13201	D01JTI	Investigative	Inhibitor
9250	T43920	D0IU3X	Investigative	Inhibitor
9251	T13201	D0IU3X	Investigative	Inhibitor
9252	T64567	D0IU3X	Investigative	Inhibitor
9253	T20401	D0IU3X	Investigative	Inhibitor
9254	T53748	D09QZL	Investigative	Inhibitor
9255	T53748	D0X4BJ	Investigative	Inhibitor
9256	T53748	D0Z7FM	Investigative	Inhibitor
9257	T53748	D01DTE	Investigative	Inhibitor
9258	T14731	D0F1KR	Investigative	Inhibitor
9259	T14731	D02EWM	Investigative	Inhibitor
9260	T14731	D0UO1E	Investigative	Inhibitor
9261	T14731	D00LYI	Investigative	Inhibitor
9262	T28893	D09HXG	Investigative	Inhibitor
9263	T28893	D06BSD	Investigative	Inhibitor
9264	T92609	D0O6MG	Investigative	Inhibitor
9265	T92609	D01BJZ	Investigative	Inhibitor
9266	T92609	D0XL9J	Investigative	Inhibitor
9267	T94033	D0CT8A	Investigative	Inhibitor
9268	T27602	D0CT8A	Investigative	Inhibitor
9269	T43332	D0CT8A	Investigative	Inhibitor
9270	T64567	D0N5KX	Investigative	Inhibitor
9271	T20401	D0N5KX	Investigative	Inhibitor
9272	T13201	D07IHP	Investigative	Inhibitor
9273	T20401	D07IHP	Investigative	Inhibitor
9274	T64567	D07IHP	Investigative	Inhibitor
9275	T13201	D0L2GD	Investigative	Inhibitor
9276	T53378	D0L2GD	Investigative	Inhibitor
9277	T53378	D03MXZ	Investigative	Inhibitor
9278	T53378	D05KTE	Investigative	Inhibitor
9279	T13201	D0CM3O	Investigative	Inhibitor
9280	T53378	D01ENA	Investigative	Inhibitor
9281	T20401	D0G6OW	Investigative	Inhibitor
9282	T53378	D03VDJ	Investigative	Inhibitor
9283	T43920	D03VDJ	Investigative	Inhibitor
9284	T13201	D03VDJ	Investigative	Inhibitor
9285	T64567	D03VDJ	Investigative	Inhibitor
9286	T20401	D03VDJ	Investigative	Inhibitor
9287	T13201	D04BKU	Investigative	Inhibitor
9288	T20401	D04BKU	Investigative	Inhibitor
9289	T80896	D0W3FF	Investigative	Inhibitor
9290	T80896	D0H1CO	Investigative	Inhibitor
9291	T89534	D0H1CO	Investigative	Inhibitor
9292	T80896	D01QXL	Investigative	Inhibitor
9293	T89534	D01QXL	Investigative	Inhibitor
9294	T80896	D02JJU	Investigative	Inhibitor
9295	T89534	D02JJU	Investigative	Inhibitor
9296	T30082	D0E2LR	Investigative	Inhibitor
9297	T13491	D0V8DJ	Investigative	Inhibitor
9298	T81735	D0O3VF	Investigative	Inhibitor
9299	T81735	D0Y3OO	Investigative	Inhibitor
9300	T81735	D0I1LR	Investigative	Inhibitor
9301	T06273	D05XMG	Investigative	Inhibitor
9302	T04820	D0Q4PQ	Investigative	Inhibitor
9303	T04820	D0Q3RF	Investigative	Inhibitor
9304	T04820	D05SZP	Investigative	Inhibitor
9305	T07303	D07XBW	Investigative	Inhibitor
9306	T80782	D07XBW	Investigative	Inhibitor
9307	T80975	D07XBW	Investigative	Inhibitor
9308	T80782	D0UZ5W	Investigative	Inhibitor
9309	T80975	D0UZ5W	Investigative	Inhibitor
9310	T07303	D0UZ5W	Investigative	Inhibitor
9311	T07303	D05THI	Investigative	Inhibitor
9312	T80782	D05THI	Investigative	Inhibitor
9313	T80975	D05THI	Investigative	Inhibitor
9314	T80782	D09MSA	Investigative	Inhibitor
9315	T80975	D09MSA	Investigative	Inhibitor
9316	T07303	D09MSA	Investigative	Inhibitor
9317	T80782	D0V4BR	Investigative	Inhibitor
9318	T89041	D06HFV	Investigative	Inhibitor
9319	T84621	D06HFV	Investigative	Inhibitor
9320	T13260	D04REX	Investigative	Inhibitor
9321	T13260	D00GCK	Investigative	Inhibitor
9322	T13260	D02XTS	Investigative	Inhibitor
9323	T13260	D04IJE	Investigative	Inhibitor
9324	T13260	D0Z4GR	Investigative	Inhibitor
9325	T13260	D0TM4K	Investigative	Inhibitor
9326	T13260	D02BWQ	Investigative	Inhibitor
9327	T13260	D0Y0CT	Investigative	Inhibitor
9328	T80782	D0BM4F	Investigative	Inhibitor
9329	T80975	D0BM4F	Investigative	Inhibitor
9330	T07303	D0BM4F	Investigative	Inhibitor
9331	T07303	D03HQK	Investigative	Inhibitor
9332	T80975	D03HQK	Investigative	Inhibitor
9333	T80782	D03HQK	Investigative	Inhibitor
9334	T07303	D06GJO	Investigative	Inhibitor
9335	T80782	D06GJO	Investigative	Inhibitor
9336	T80975	D06GJO	Investigative	Inhibitor
9337	T80782	D0J2XD	Investigative	Inhibitor
9338	T80975	D0J2XD	Investigative	Inhibitor
9339	T07303	D0J2XD	Investigative	Inhibitor
9340	T80975	D0A9ZQ	Investigative	Inhibitor
9341	T80782	D0V9DQ	Investigative	Inhibitor
9342	T80975	D0V9DQ	Investigative	Inhibitor
9343	T07303	D0V9DQ	Investigative	Inhibitor
9344	T80782	D0D3YL	Investigative	Inhibitor
9345	T16691	D01TYJ	Investigative	Inhibitor
9346	T16691	D0TG0I	Investigative	Inhibitor
9347	T16691	D0TX8W	Investigative	Inhibitor
9348	T16691	D0R7VT	Investigative	Inhibitor
9349	T81735	D0D9RN	Investigative	Inhibitor
9350	T81735	D0F5BD	Investigative	Inhibitor
9351	T81735	D03MDA	Investigative	Inhibitor
9352	T81735	D0R7HM	Investigative	Inhibitor
9353	T81735	D00TUH	Investigative	Inhibitor
9354	T81735	D0C8MK	Investigative	Inhibitor
9355	T81735	D01MXN	Investigative	Inhibitor
9356	T81735	D0S7NM	Investigative	Inhibitor
9357	T81735	D06TGR	Investigative	Inhibitor
9358	T81735	D0V3XZ	Investigative	Inhibitor
9359	T81735	D0K7LZ	Investigative	Inhibitor
9360	T81735	D06DAY	Investigative	Inhibitor
9361	T81735	D04RAW	Investigative	Inhibitor
9362	T81735	D0H9DB	Investigative	Inhibitor
9363	T81735	D00MXW	Investigative	Inhibitor
9364	T81735	D04JGZ	Investigative	Inhibitor
9365	T81735	D04XFN	Investigative	Inhibitor
9366	T81735	D0P4MU	Investigative	Inhibitor
9367	T81735	D06WCT	Investigative	Inhibitor
9368	T81735	D02PBS	Investigative	Inhibitor
9369	T81735	D0H2BL	Investigative	Inhibitor
9370	T81735	D0O9OB	Investigative	Inhibitor
9371	T81735	D0U4JL	Investigative	Inhibitor
9372	T64567	D04BKU	Investigative	Inhibitor
9373	T64567	D0X0PO	Investigative	Inhibitor
9374	T20401	D0X0PO	Investigative	Inhibitor
9375	T13201	D0X0PO	Investigative	Inhibitor
9376	T13201	D05FNN	Investigative	Inhibitor
9377	T64567	D05FNN	Investigative	Inhibitor
9378	T20401	D05FNN	Investigative	Inhibitor
9379	T31992	D0D4OV	Investigative	Inhibitor
9380	T06569	D0D4OV	Investigative	Inhibitor
9381	T64567	D0D4OV	Investigative	Inhibitor
9382	T16987	D0D4OV	Investigative	Inhibitor
9383	T20401	D0D4OV	Investigative	Inhibitor
9384	T43920	D0D4OV	Investigative	Inhibitor
9385	T53378	D0D4OV	Investigative	Inhibitor
9386	T13201	D0D4OV	Investigative	Inhibitor
9387	T64567	D09JAR	Investigative	Inhibitor
9388	T31992	D00YEF	Investigative	Inhibitor
9389	T06569	D00YEF	Investigative	Inhibitor
9390	T64567	D00YEF	Investigative	Inhibitor
9391	T16987	D00YEF	Investigative	Inhibitor
9392	T20401	D00YEF	Investigative	Inhibitor
9393	T53378	D00YEF	Investigative	Inhibitor
9394	T43920	D00YEF	Investigative	Inhibitor
9395	T13201	D00YEF	Investigative	Inhibitor
9396	T20401	D07ZXR	Investigative	Inhibitor
9397	T64567	D07ZXR	Investigative	Inhibitor
9398	T13201	D07ZXR	Investigative	Inhibitor
9399	T13201	D07CBA	Investigative	Inhibitor
9400	T64567	D07CBA	Investigative	Inhibitor
9401	T80975	D0V4BR	Investigative	Inhibitor
9402	T07303	D0V4BR	Investigative	Inhibitor
9403	T80782	D0M2QA	Investigative	Inhibitor
9404	T80975	D0M2QA	Investigative	Inhibitor
9405	T07303	D0M2QA	Investigative	Inhibitor
9406	T80782	D0C6OD	Investigative	Inhibitor
9407	T80975	D0C6OD	Investigative	Inhibitor
9408	T07303	D0C6OD	Investigative	Inhibitor
9409	T04820	D0G2DQ	Investigative	Inhibitor
9410	T16691	D0T7VZ	Investigative	Inhibitor
9411	T16691	D0JT3M	Investigative	Inhibitor
9412	T73992	D00CYX	Investigative	Inhibitor
9413	T91149	D0I1FJ	Investigative	Inhibitor
9414	T51282	D0I1FJ	Investigative	Inhibitor
9415	T94479	D0I1FJ	Investigative	Inhibitor
9416	T67619	D0I1FJ	Investigative	Inhibitor
9417	T37693	D0P9KU	Investigative	Inhibitor
9418	T37693	D05EWD	Investigative	Inhibitor
9419	T37693	D0Q8SO	Investigative	Inhibitor
9420	T37693	D05DXW	Investigative	Inhibitor
9421	T37693	D0WD1F	Investigative	Inhibitor
9422	T37693	D01IUI	Investigative	Inhibitor
9423	T37693	D0L5IM	Investigative	Inhibitor
9424	T37693	D0YM8O	Investigative	Inhibitor
9425	T37693	D0D4HH	Investigative	Inhibitor
9426	T37693	D0I9XR	Investigative	Inhibitor
9427	T37693	D0P6NA	Investigative	Inhibitor
9428	T37693	D00TPO	Investigative	Inhibitor
9429	T37693	D0W9BD	Investigative	Inhibitor
9430	T37693	D02UEJ	Investigative	Inhibitor
9431	T37693	D01JTY	Investigative	Inhibitor
9432	T37693	D0M1MQ	Investigative	Inhibitor
9433	T80975	D0D3YL	Investigative	Inhibitor
9434	T07303	D0D3YL	Investigative	Inhibitor
9435	T07303	D09LEK	Investigative	Inhibitor
9436	T80782	D09LEK	Investigative	Inhibitor
9437	T80975	D09LEK	Investigative	Inhibitor
9438	T13260	D01SUE	Investigative	Inhibitor
9439	T84621	D01SUE	Investigative	Inhibitor
9440	T06046	D0D7PK	Investigative	Inhibitor
9441	T16117	D0D7PK	Investigative	Inhibitor
9442	T02703	D0D7PK	Investigative	Inhibitor
9443	T16117	D0K4SV	Investigative	Inhibitor
9444	T02703	D0K4SV	Investigative	Inhibitor
9445	T02703	D0K4YY	Investigative	Inhibitor
9446	T16117	D0K4YY	Investigative	Inhibitor
9447	T06046	D0K4YY	Investigative	Inhibitor
9448	T02703	D0R9KX	Investigative	Inhibitor
9449	T16117	D0R9KX	Investigative	Inhibitor
9450	T06046	D0R9KX	Investigative	Inhibitor
9451	T16691	D05HJP	Investigative	Inhibitor
9452	T16691	D05JPG	Investigative	Inhibitor
9453	T16691	D01ZMO	Investigative	Inhibitor
9454	T16691	D09LVG	Investigative	Inhibitor
9455	T16691	D0X1IU	Investigative	Inhibitor
9456	T16691	D01DCE	Investigative	Inhibitor
9457	T16691	D0LA4I	Investigative	Inhibitor
9458	T81735	D03TQO	Investigative	Inhibitor
9459	T81735	D0XL6P	Investigative	Inhibitor
9460	T81735	D00HXZ	Investigative	Inhibitor
9461	T81735	D0I3IO	Investigative	Inhibitor
9462	T81735	D0JH9J	Investigative	Inhibitor
9463	T81735	D03DGP	Investigative	Inhibitor
9464	T02001	D0JD4C	Investigative	Inhibitor
9465	T61744	D0JD4C	Investigative	Inhibitor
9466	T10265	D0JD4C	Investigative	Inhibitor
9467	T10265	D0W7WV	Investigative	Inhibitor
9468	T02001	D0W7WV	Investigative	Inhibitor
9469	T61744	D0W7WV	Investigative	Inhibitor
9470	T65864	D00PPB	Investigative	Inhibitor
9471	T65864	D0N9HX	Investigative	Inhibitor
9472	T65864	D0H8RU	Investigative	Inhibitor
9473	T65864	D09XVY	Investigative	Inhibitor
9474	T21945	D0Y8UC	Investigative	Inhibitor
9475	T28893	D0Y8UC	Investigative	Inhibitor
9476	T27812	D0Y8UC	Investigative	Inhibitor
9477	T55959	D0Y8UC	Investigative	Inhibitor
9478	T84631	D0P3OH	Investigative	Inhibitor
9479	T94033	D0P3OH	Investigative	Inhibitor
9480	T89534	D00NEK	Investigative	Inhibitor
9481	T80896	D00NEK	Investigative	Inhibitor
9482	T80896	D0K0IC	Investigative	Inhibitor
9483	T89534	D0K0IC	Investigative	Inhibitor
9484	T80896	D0U7KV	Investigative	Inhibitor
9485	T89534	D0U7KV	Investigative	Inhibitor
9486	T80896	D0P7PK	Investigative	Inhibitor
9487	T89534	D0P7PK	Investigative	Inhibitor
9488	T89534	D0I5HZ	Investigative	Inhibitor
9489	T20401	D07CBA	Investigative	Inhibitor
9490	T64567	D0D0BO	Investigative	Inhibitor
9491	T20401	D0D0BO	Investigative	Inhibitor
9492	T13201	D0D0BO	Investigative	Inhibitor
9493	T77548	D00IGI	Investigative	Inhibitor
9494	T11388	D00FGA	Investigative	Inhibitor
9495	T20401	D07AGM	Investigative	Inhibitor
9496	T16987	D07AGM	Investigative	Inhibitor
9497	T20401	D0M7VN	Investigative	Inhibitor
9498	T16987	D0M7VN	Investigative	Inhibitor
9499	T67272	D06AFP	Investigative	Inhibitor
9500	T54644	D0K5RX	Investigative	Inhibitor
9501	T64795	D0K5RX	Investigative	Inhibitor
9502	T69912	D0WW7A	Investigative	Inhibitor
9503	T41580	D0C9DC	Investigative	Inhibitor
9504	T01777	D0C9DC	Investigative	Inhibitor
9505	T11448	D0C9DC	Investigative	Inhibitor
9506	T11448	D0H1WR	Investigative	Inhibitor
9507	T11448	D01SRL	Investigative	Inhibitor
9508	T11448	D01SRS	Investigative	Inhibitor
9509	T99347	D0D1GI	Investigative	Inhibitor
9510	T99347	D0L1PQ	Investigative	Inhibitor
9511	T99347	D02DOP	Investigative	Inhibitor
9512	T99347	D0V4RO	Investigative	Inhibitor
9513	T99347	D0GA4M	Investigative	Inhibitor
9514	T89534	D01WCA	Investigative	Inhibitor
9515	T89534	D0L2MU	Investigative	Inhibitor
9516	T37693	D08JCV	Investigative	Inhibitor
9517	T37693	D0Q4IM	Investigative	Inhibitor
9518	T37693	D03DDL	Investigative	Inhibitor
9519	T37693	D0X0FB	Investigative	Inhibitor
9520	T37693	D0GD9G	Investigative	Inhibitor
9521	T37693	D0Q6FF	Investigative	Inhibitor
9522	T37693	D0IW4Q	Investigative	Inhibitor
9523	T37693	D0X1EC	Investigative	Inhibitor
9524	T37693	D0RI8G	Investigative	Inhibitor
9525	T37693	D08BGZ	Investigative	Inhibitor
9526	T11388	D0H8CC	Investigative	Inhibitor
9527	T36059	D00JMT	Investigative	Inhibitor
9528	T35940	D00JMT	Investigative	Inhibitor
9529	T92072	D0Z3IZ	Investigative	Inhibitor
9530	T36059	D0Z3IZ	Investigative	Inhibitor
9531	T36059	D02EAO	Investigative	Inhibitor
9532	T92072	D02EAO	Investigative	Inhibitor
9533	T77365	D02EAO	Investigative	Inhibitor
9534	T36059	D01NTI	Investigative	Inhibitor
9535	T36059	D0N2DP	Investigative	Inhibitor
9536	T92072	D0N2DP	Investigative	Inhibitor
9537	T36059	D0P5ZE	Investigative	Inhibitor
9538	T77365	D0P5ZE	Investigative	Inhibitor
9539	T77365	D08LZN	Investigative	Inhibitor
9540	T92072	D08LZN	Investigative	Inhibitor
9541	T36059	D08LZN	Investigative	Inhibitor
9542	T92640	D0XJ9P	Investigative	Inhibitor
9543	T92640	D04CJG	Investigative	Inhibitor
9544	T92640	D02RYR	Investigative	Inhibitor
9545	T78429	D0T6VA	Investigative	Inhibitor
9546	T92640	D03HLU	Investigative	Inhibitor
9547	T92640	D07WLV	Investigative	Inhibitor
9548	T92640	D07YUV	Investigative	Inhibitor
9549	T16691	D09VSK	Investigative	Inhibitor
9550	T20401	D0K5NQ	Investigative	Inhibitor
9551	T13201	D0K5NQ	Investigative	Inhibitor
9552	T64567	D0M4EV	Investigative	Inhibitor
9553	T16987	D0M4EV	Investigative	Inhibitor
9554	T20401	D0M4EV	Investigative	Inhibitor
9555	T13201	D0M4EV	Investigative	Inhibitor
9556	T13201	D0PA5L	Investigative	Inhibitor
9557	T16987	D0PA5L	Investigative	Inhibitor
9558	T20401	D0PA5L	Investigative	Inhibitor
9559	T64567	D0PA5L	Investigative	Inhibitor
9560	T06273	D08QWR	Investigative	Inhibitor
9561	T06273	D07QPV	Investigative	Inhibitor
9562	T80782	D03ZHK	Investigative	Inhibitor
9563	T02703	D05SCE	Investigative	Inhibitor
9564	T49898	D03XGJ	Investigative	Inhibitor
9565	T13201	D0X1MY	Investigative	Inhibitor
9566	T64567	D0X1MY	Investigative	Inhibitor
9567	T20401	D0X1MY	Investigative	Inhibitor
9568	T13201	D0J1PZ	Investigative	Inhibitor
9569	T20401	D0J1PZ	Investigative	Inhibitor
9570	T64567	D0J1PZ	Investigative	Inhibitor
9571	T16117	D0E0QG	Investigative	Inhibitor
9572	T02703	D0E0QG	Investigative	Inhibitor
9573	T06046	D0E0QG	Investigative	Inhibitor
9574	T80896	D0I5HZ	Investigative	Inhibitor
9575	T94033	D0CV4F	Investigative	Inhibitor
9576	T94033	D01ARY	Investigative	Inhibitor
9577	T94033	D07BMA	Investigative	Inhibitor
9578	T94033	D0P0LG	Investigative	Inhibitor
9579	T94033	D0KQ1K	Investigative	Inhibitor
9580	T94033	D0T5WR	Investigative	Inhibitor
9581	T94033	D04VYT	Investigative	Inhibitor
9582	T94033	D0WF2C	Investigative	Inhibitor
9583	T94033	D07BJZ	Investigative	Inhibitor
9584	T94033	D09HFC	Investigative	Inhibitor
9585	T84621	D0D7YL	Investigative	Inhibitor
9586	T84621	D04PKP	Investigative	Inhibitor
9587	T58970	D0ZG4G	Investigative	Inhibitor
9588	T01318	D0R1GF	Investigative	Inhibitor
9589	T01318	D05SXU	Investigative	Inhibitor
9590	T01318	D04HZA	Investigative	Inhibitor
9591	T80975	D0F0AU	Investigative	Inhibitor
9592	T80782	D0C6KI	Investigative	Inhibitor
9593	T80975	D0C6KI	Investigative	Inhibitor
9594	T07303	D0C6KI	Investigative	Inhibitor
9595	T12499	D03AER	Investigative	Inhibitor
9596	T31391	D0PB2M	Investigative	Inhibitor
9597	T85943	D06WGX	Investigative	Inhibitor
9598	T12499	D06WGX	Investigative	Inhibitor
9599	T76685	D08BNY	Investigative	Inhibitor
9600	T37693	D08BNY	Investigative	Inhibitor
9601	T37693	D02GOH	Investigative	Inhibitor
9602	T76685	D02GOH	Investigative	Inhibitor
9603	T11754	D02GOH	Investigative	Inhibitor
9604	T76685	D08DZK	Investigative	Inhibitor
9605	T76685	D06RIK	Investigative	Inhibitor
9606	T80896	D0L2MU	Investigative	Inhibitor
9607	T80896	D03XEU	Investigative	Inhibitor
9608	T89534	D03XEU	Investigative	Inhibitor
9609	T99347	D07QJQ	Investigative	Inhibitor
9610	T99347	D0U0UB	Investigative	Inhibitor
9611	T99347	D09LDM	Investigative	Inhibitor
9612	T99347	D0Z9QZ	Investigative	Inhibitor
9613	T99347	D0T7SA	Investigative	Inhibitor
9614	T99347	D0K7KM	Investigative	Inhibitor
9615	T99347	D03NYF	Investigative	Inhibitor
9616	T99347	D01ECL	Investigative	Inhibitor
9617	T99347	D01SYO	Investigative	Inhibitor
9618	T06046	D0X6QY	Investigative	Inhibitor
9619	T16117	D0X6QY	Investigative	Inhibitor
9620	T02703	D0X6QY	Investigative	Inhibitor
9621	T02703	D08ISP	Investigative	Inhibitor
9622	T16117	D03QSQ	Investigative	Inhibitor
9623	T02703	D03QSQ	Investigative	Inhibitor
9624	T16117	D0VN7G	Investigative	Inhibitor
9625	T06046	D0LE6N	Investigative	Inhibitor
9626	T02703	D0LE6N	Investigative	Inhibitor
9627	T16117	D0LE6N	Investigative	Inhibitor
9628	T02703	D07INO	Investigative	Inhibitor
9629	T16117	D07INO	Investigative	Inhibitor
9630	T16117	D01ILO	Investigative	Inhibitor
9631	T02703	D01ILO	Investigative	Inhibitor
9632	T00884	D0Q8TD	Investigative	Inhibitor
9633	T92640	D04BLL	Investigative	Inhibitor
9634	T92640	D0Z2QV	Investigative	Inhibitor
9635	T92640	D04KQT	Investigative	Inhibitor
9636	T92640	D0F2SQ	Investigative	Inhibitor
9637	T92640	D0XY0Z	Investigative	Inhibitor
9638	T92640	D0N4AG	Investigative	Inhibitor
9639	T92640	D06YTN	Investigative	Inhibitor
9640	T80896	D0V3OR	Investigative	Inhibitor
9641	T80896	D00FPJ	Investigative	Inhibitor
9642	T92640	D0U5US	Investigative	Inhibitor
9643	T92640	D0P7GR	Investigative	Inhibitor
9644	T92640	D0BP3E	Investigative	Inhibitor
9645	T13260	D0W4IB	Investigative	Inhibitor
9646	T36059	D0F4EN	Investigative	Inhibitor
9647	T36059	D0ZF8N	Investigative	Inhibitor
9648	T47768	D0R4QF	Investigative	Inhibitor
9649	T60693	D0R4QF	Investigative	Inhibitor
9650	T58992	D0R4QF	Investigative	Inhibitor
9651	T82543	D02LWF	Investigative	Inhibitor
9652	T34429	D02LWF	Investigative	Inhibitor
9653	T12475	D07NBK	Investigative	Inhibitor
9654	T34429	D0UH8F	Investigative	Inhibitor
9655	T82543	D0UH8F	Investigative	Inhibitor
9656	T73724	D0UH8F	Investigative	Inhibitor
9657	T83145	D09FBD	Investigative	Inhibitor
9658	T83145	D0M6DV	Investigative	Inhibitor
9659	T83145	D06ZIE	Investigative	Inhibitor
9660	T83145	D0LH9A	Investigative	Inhibitor
9661	T02703	D02ELA	Investigative	Inhibitor
9662	T16117	D02ELA	Investigative	Inhibitor
9663	T80975	D0ST4P	Investigative	Inhibitor
9664	T66665	D00GBX	Investigative	Inhibitor
9665	T60529	D00GBX	Investigative	Inhibitor
9666	T80782	D0Z8TR	Investigative	Inhibitor
9667	T80975	D0Z8TR	Investigative	Inhibitor
9668	T80975	D09AKX	Investigative	Inhibitor
9669	T80975	D08JSJ	Investigative	Inhibitor
9670	T13260	D08FAB	Investigative	Inhibitor
9671	T84621	D08FAB	Investigative	Inhibitor
9672	T13260	D0N1PQ	Investigative	Inhibitor
9673	T84621	D0N1PQ	Investigative	Inhibitor
9674	T89041	D0N1PQ	Investigative	Inhibitor
9675	T84621	D02ALK	Investigative	Inhibitor
9676	T89041	D02ALK	Investigative	Inhibitor
9677	T84621	D0RJ6S	Investigative	Inhibitor
9678	T13260	D0R0TE	Investigative	Inhibitor
9679	T84621	D0R0TE	Investigative	Inhibitor
9680	T89041	D0R0TE	Investigative	Inhibitor
9681	T84621	D0N1GH	Investigative	Inhibitor
9682	T89041	D0N1GH	Investigative	Inhibitor
9683	T13260	D08ZTZ	Investigative	Inhibitor
9684	T84621	D08ZTZ	Investigative	Inhibitor
9685	T13260	D0I7GE	Investigative	Inhibitor
9686	T81735	D03IQX	Investigative	Inhibitor
9687	T81735	D0KG0Z	Investigative	Inhibitor
9688	T81735	D02IDN	Investigative	Inhibitor
9689	T81735	D0Q4GJ	Investigative	Inhibitor
9690	T81735	D0V0SD	Investigative	Inhibitor
9691	T81735	D02TCZ	Investigative	Inhibitor
9692	T99816	D01VUY	Investigative	Inhibitor
9693	T99816	D0FY6N	Investigative	Inhibitor
9694	T99816	D0R8TG	Investigative	Inhibitor
9695	T68887	D0R8TG	Investigative	Inhibitor
9696	T99816	D0MH6P	Investigative	Inhibitor
9697	T99816	D06JUN	Investigative	Inhibitor
9698	T81735	D0W3QB	Investigative	Inhibitor
9699	T81735	D0AG8B	Investigative	Inhibitor
9700	T81735	D0U7WU	Investigative	Inhibitor
9701	T81735	D05SGV	Investigative	Inhibitor
9702	T81735	D07NSR	Investigative	Inhibitor
9703	T81735	D04ECT	Investigative	Inhibitor
9704	T81735	D0G4RG	Investigative	Inhibitor
9705	T81735	D05SBJ	Investigative	Inhibitor
9706	T81735	D0T0BY	Investigative	Inhibitor
9707	T75243	D0T0BY	Investigative	Inhibitor
9708	T81735	D0F6ZC	Investigative	Inhibitor
9709	T81735	D0ZQ8Z	Investigative	Inhibitor
9710	T81735	D0R1BG	Investigative	Inhibitor
9711	T81735	D0B4CJ	Investigative	Inhibitor
9712	T81735	D0Q5FJ	Investigative	Inhibitor
9713	T81735	D0N2LW	Investigative	Inhibitor
9714	T81735	D0B9EZ	Investigative	Inhibitor
9715	T16117	D07OQX	Investigative	Inhibitor
9716	T02703	D07OQX	Investigative	Inhibitor
9717	T16117	D04QFO	Investigative	Inhibitor
9718	T53389	D0XL7C	Investigative	Inhibitor
9719	T53389	D0H5CE	Investigative	Inhibitor
9720	T13201	D0T6VB	Investigative	Inhibitor
9721	T07217	D0I1RP	Investigative	Inhibitor
9722	T07217	D0H2UM	Investigative	Inhibitor
9723	T06046	D0G4ZL	Investigative	Inhibitor
9724	T16117	D0G4ZL	Investigative	Inhibitor
9725	T02703	D0G4ZL	Investigative	Inhibitor
9726	T02703	D0J2RI	Investigative	Inhibitor
9727	T16117	D0J2RI	Investigative	Inhibitor
9728	T06046	D0D2WC	Investigative	Inhibitor
9729	T16117	D0D2WC	Investigative	Inhibitor
9730	T02703	D03JXX	Investigative	Inhibitor
9731	T16117	D03JXX	Investigative	Inhibitor
9732	T06046	D03JXX	Investigative	Inhibitor
9733	T16117	D0XJ1C	Investigative	Inhibitor
9734	T02703	D0XJ1C	Investigative	Inhibitor
9735	T06046	D0XJ1C	Investigative	Inhibitor
9736	T16117	D05APC	Investigative	Inhibitor
9737	T02703	D05APC	Investigative	Inhibitor
9738	T06046	D0V5HI	Investigative	Inhibitor
9739	T02703	D0V5HI	Investigative	Inhibitor
9740	T16117	D0V5HI	Investigative	Inhibitor
9741	T02703	D0C1OB	Investigative	Inhibitor
9742	T16117	D0C1OB	Investigative	Inhibitor
9743	T06046	D0C1OB	Investigative	Inhibitor
9744	T16691	D0ZC9Q	Investigative	Inhibitor
9745	T83145	D06FRZ	Investigative	Inhibitor
9746	T83145	D0MY0M	Investigative	Inhibitor
9747	T83145	D06MAL	Investigative	Inhibitor
9748	T83145	D00SRS	Investigative	Inhibitor
