	TargetID	DrugID	Highest_status	MOA
20093	T00140	D08NDV	Investigative	Inhibitor
20094	T99347	D0Q6EE	Investigative	Inhibitor
20095	T99347	D0A0LE	Investigative	Inhibitor
20096	T99347	D0Z4KU	Investigative	Inhibitor
20097	T99347	D04UDE	Investigative	Inhibitor
20098	T99347	D06OMD	Investigative	Inhibitor
20099	T58992	D0R7LY	Investigative	Inhibitor
20100	T60693	D0R7LY	Investigative	Inhibitor
20101	T47768	D0R7LY	Investigative	Inhibitor
20102	T58992	D0R1AB	Investigative	Inhibitor
20103	T60693	D0R1AB	Investigative	Inhibitor
20104	T47768	D0R1AB	Investigative	Inhibitor
20105	T58992	D08NJB	Investigative	Inhibitor
20106	T60693	D08NJB	Investigative	Inhibitor
20107	T47768	D08NJB	Investigative	Inhibitor
20108	T11754	D0N8RT	Investigative	Inhibitor
20109	T11754	D03YUT	Investigative	Inhibitor
20110	T83193	D0W8UW	Investigative	Inhibitor
20111	T27812	D02LQG	Investigative	Inhibitor
20112	T55959	D02LQG	Investigative	Inhibitor
20113	T11754	D04JYW	Investigative	Inhibitor
20114	T11754	D0D7MP	Investigative	Inhibitor
20115	T83011	D0T6XC	Investigative	Inhibitor
20116	T83875	D0T6XC	Investigative	Inhibitor
20117	T83875	D03XKJ	Investigative	Inhibitor
20118	T83011	D03XKJ	Investigative	Inhibitor
20119	T31514	D0ZC7V	Investigative	Inhibitor
20120	T26617	D07ATW	Investigative	Inhibitor
20121	T97035	D0M4XH	Investigative	Inhibitor
20122	T97035	D0DU4B	Investigative	Inhibitor
20123	T97035	D0F1XE	Investigative	Inhibitor
20124	T97035	D0EN7L	Investigative	Inhibitor
20125	T97035	D0B9IX	Investigative	Inhibitor
20126	T97035	D0X3SO	Investigative	Inhibitor
20127	T97035	D08UML	Investigative	Inhibitor
20128	T97035	D07EFI	Investigative	Inhibitor
20129	T97035	D0TS8S	Investigative	Inhibitor
20130	T97035	D0EB9U	Investigative	Inhibitor
20131	T97035	D0Z9JS	Investigative	Inhibitor
20132	T97035	D07ZVP	Investigative	Inhibitor
20133	T09826	D04DJM	Investigative	Inhibitor
20134	T58992	D0D9RL	Investigative	Inhibitor
20135	T47768	D0D9RL	Investigative	Inhibitor
20136	T47768	D09FVG	Investigative	Inhibitor
20137	T47768	D0R1MB	Investigative	Inhibitor
20138	T47768	D08QSN	Investigative	Inhibitor
20139	T22118	D04TTN	Investigative	Inhibitor
20140	T67162	D04TTN	Investigative	Inhibitor
20141	T22118	D03YXB	Investigative	Inhibitor
20142	T67162	D03YXB	Investigative	Inhibitor
20143	T67162	D0ND8J	Investigative	Inhibitor
20144	T22118	D0ND8J	Investigative	Inhibitor
20145	T22118	D00MLN	Investigative	Inhibitor
20146	T22118	D0TA8F	Investigative	Inhibitor
20147	T67162	D0TA8F	Investigative	Inhibitor
20148	T67162	D0B1FV	Investigative	Inhibitor
20149	T67162	D05EHE	Investigative	Inhibitor
20150	T67162	D0V3WS	Investigative	Inhibitor
20151	T67162	D0BN9C	Investigative	Inhibitor
20152	T23499	D0I7OD	Investigative	Inhibitor
20153	T88240	D0E4UI	Investigative	Inhibitor
20154	T88240	D01LEP	Investigative	Inhibitor
20155	T66665	D0P4QS	Investigative	Inhibitor
20156	T97035	D0U1MF	Investigative	Inhibitor
20157	T97035	D02JWY	Investigative	Inhibitor
20158	T10897	D0N1QW	Investigative	Inhibitor
20159	T55959	D0E3DF	Investigative	Inhibitor
20160	T27812	D0E3DF	Investigative	Inhibitor
20161	T55959	D09RCL	Investigative	Inhibitor
20162	T27812	D09RCL	Investigative	Inhibitor
20163	T55959	D0D9FA	Investigative	Inhibitor
20164	T27812	D0D9FA	Investigative	Inhibitor
20165	T73495	D0T8IK	Investigative	Inhibitor
20166	T02703	D0C3CS	Investigative	Inhibitor
20167	T16117	D0C3CS	Investigative	Inhibitor
20168	T02703	D0U8TM	Investigative	Inhibitor
20169	T67272	D0UI1P	Investigative	Inhibitor
20170	T67272	D0Z4NU	Investigative	Inhibitor
20171	T67272	D0F2HJ	Investigative	Inhibitor
20172	T67272	D0J0WJ	Investigative	Inhibitor
20173	T64591	D0C3AJ	Investigative	Inhibitor
20174	T64591	D0S8ZJ	Investigative	Inhibitor
20175	T31595	D0I0WF	Investigative	Inhibitor
20176	T31595	D09YVT	Investigative	Inhibitor
20177	T60693	D0D6KZ	Investigative	Inhibitor
20178	T47768	D0D6KZ	Investigative	Inhibitor
20179	T47768	D08FYQ	Investigative	Inhibitor
20180	T60693	D08FYQ	Investigative	Inhibitor
20181	T68536	D0B6OH	Investigative	Inhibitor
20182	T27602	D0O0GT	Investigative	Inhibitor
20183	T27602	D0C1TS	Investigative	Inhibitor
20184	T27602	D0Z7YI	Investigative	Inhibitor
20185	T27602	D08OCL	Investigative	Inhibitor
20186	T27602	D09TNA	Investigative	Inhibitor
20187	T27602	D0N1PW	Investigative	Inhibitor
20188	T27602	D0EH1F	Investigative	Inhibitor
20189	T27602	D0M2PE	Investigative	Inhibitor
20190	T42446	D0U9XC	Investigative	Inhibitor
20191	T27602	D0M1LO	Investigative	Inhibitor
20192	T64382	D08IEE	Investigative	Inhibitor
20193	T64382	D0AC2H	Investigative	Inhibitor
20194	T42446	D02BBN	Investigative	Inhibitor
20195	T76369	D0W0PH	Investigative	Inhibitor
20196	T28330	D03GPH	Investigative	Inhibitor
20197	T28330	D0VA0J	Investigative	Inhibitor
20198	T64382	D02IQH	Investigative	Inhibitor
20199	T64382	D0Y6MY	Investigative	Inhibitor
20200	T64382	D04HZW	Investigative	Inhibitor
20201	T43189	D0K1MS	Investigative	Inhibitor
20202	T68536	D0K1MS	Investigative	Inhibitor
20203	T28330	D03MOQ	Investigative	Inhibitor
20204	T28330	D0SY6T	Investigative	Inhibitor
20205	T77195	D07FRX	Investigative	Inhibitor
20206	T64382	D0GG7Z	Investigative	Inhibitor
20207	T77195	D0J3TS	Investigative	Inhibitor
20208	T68536	D02BXC	Investigative	Inhibitor
20209	T43189	D02BXC	Investigative	Inhibitor
20210	T27602	D03ZUM	Investigative	Inhibitor
20211	T26623	D00WFB	Investigative	Inhibitor
20212	T14342	D02VFQ	Investigative	Inhibitor
20213	T27812	D02JOZ	Investigative	Inhibitor
20214	T64382	D0A6AX	Investigative	Inhibitor
20215	T51487	D0A6AX	Investigative	Inhibitor
20216	T14342	D0Q9OR	Investigative	Inhibitor
20217	T27812	D09NVT	Investigative	Inhibitor
20218	T26623	D0L7MI	Investigative	Inhibitor
20219	T27812	D0P0US	Investigative	Inhibitor
20220	T26623	D05SLZ	Investigative	Inhibitor
20221	T89515	D07BKE	Investigative	Inhibitor
20222	T89515	D0A5GM	Investigative	Inhibitor
20223	T14342	D0ZY8H	Investigative	Inhibitor
20224	T14342	D0XO2E	Investigative	Inhibitor
20225	T14342	D03BNC	Investigative	Inhibitor
20226	T27812	D02GSL	Investigative	Inhibitor
20227	T27812	D0X8DW	Investigative	Inhibitor
20228	T14342	D07BXD	Investigative	Inhibitor
20229	T26623	D0YJ3Q	Investigative	Inhibitor
20230	T89515	D05KJX	Investigative	Inhibitor
20231	T00140	D05PHI	Investigative	Inhibitor
20232	T07137	D03FPH	Investigative	Inhibitor
20233	T64382	D0Q8UV	Investigative	Inhibitor
20234	T08910	D0Q8UV	Investigative	Inhibitor
20235	T80387	D0Q8UV	Investigative	Inhibitor
20236	T51487	D0Q8UV	Investigative	Inhibitor
20237	T07137	D07IWD	Investigative	Inhibitor
20238	T33584	D05KQC	Investigative	Inhibitor
20239	T73495	D05KQC	Investigative	Inhibitor
20240	T76414	D05KQC	Investigative	Inhibitor
20241	T54128	D05KQC	Investigative	Inhibitor
20242	T22285	D05KQC	Investigative	Inhibitor
20243	T62276	D05KQC	Investigative	Inhibitor
20244	T07137	D01TZT	Investigative	Inhibitor
20245	T32060	D08ZWM	Investigative	Inhibitor
20246	T00140	D0T8TS	Investigative	Inhibitor
20247	T51487	D08LJJ	Investigative	Inhibitor
20248	T64382	D08LJJ	Investigative	Inhibitor
20249	T07137	D0C2WX	Investigative	Inhibitor
20250	T07137	D02CAT	Investigative	Inhibitor
20251	T51487	D02CHG	Investigative	Inhibitor
20252	T64382	D02CHG	Investigative	Inhibitor
20253	T64382	D02ONZ	Investigative	Inhibitor
20254	T51487	D02ONZ	Investigative	Inhibitor
20255	T51487	D07CUW	Investigative	Inhibitor
20256	T64382	D07CUW	Investigative	Inhibitor
20257	T51487	D0UQ6J	Investigative	Inhibitor
20258	T80387	D0UQ6J	Investigative	Inhibitor
20259	T08910	D0UQ6J	Investigative	Inhibitor
20260	T64382	D0UQ6J	Investigative	Inhibitor
20261	T51487	D0V4AR	Investigative	Inhibitor
20262	T64382	D0V4AR	Investigative	Inhibitor
20263	T14342	D09UTR	Investigative	Inhibitor
20264	T14342	D0P0CX	Investigative	Inhibitor
20265	T01777	D0W5IN	Investigative	Inhibitor
20266	T41580	D0W5IN	Investigative	Inhibitor
20267	T11448	D0W5IN	Investigative	Inhibitor
20268	T14342	D0A3CB	Investigative	Inhibitor
20269	T14342	D0YP0P	Investigative	Inhibitor
20270	T14342	D0OV0I	Investigative	Inhibitor
20271	T14342	D0W9YC	Investigative	Inhibitor
20272	T11448	D06SYS	Investigative	Inhibitor
20273	T41580	D06SYS	Investigative	Inhibitor
20274	T01777	D06SYS	Investigative	Inhibitor
20275	T14342	D09GYC	Investigative	Inhibitor
20276	T11448	D0ZT8D	Investigative	Inhibitor
20277	T41580	D0ZT8D	Investigative	Inhibitor
20278	T01777	D0ZT8D	Investigative	Inhibitor
20279	T61744	D0W4ZU	Investigative	Inhibitor
20280	T07663	D0W4ZU	Investigative	Inhibitor
20281	T88975	D0W4ZU	Investigative	Inhibitor
20282	T10265	D0W4ZU	Investigative	Inhibitor
20283	T01777	D0P8BE	Investigative	Inhibitor
20284	T11448	D0P8BE	Investigative	Inhibitor
20285	T41580	D0P8BE	Investigative	Inhibitor
20286	T14342	D09WOX	Investigative	Inhibitor
20287	T14342	D0Z2MJ	Investigative	Inhibitor
20288	T22285	D01MSM	Investigative	Inhibitor
20289	T11072	D06PKJ	Investigative	Inhibitor
20290	T78709	D06PKJ	Investigative	Inhibitor
20291	T32060	D06PKJ	Investigative	Inhibitor
20292	T28330	D05XXE	Investigative	Inhibitor
20293	T05849	D05XXE	Investigative	Inhibitor
20294	T59102	D01MUN	Investigative	Inhibitor
20295	T53524	D01MUN	Investigative	Inhibitor
20296	T62276	D01XWL	Investigative	Inhibitor
20297	T22285	D01XWL	Investigative	Inhibitor
20298	T76414	D01XWL	Investigative	Inhibitor
20299	T78709	D06OJI	Investigative	Inhibitor
20300	T32060	D06OJI	Investigative	Inhibitor
20301	T11072	D06OJI	Investigative	Inhibitor
20302	T00140	D01SQY	Investigative	Inhibitor
20303	T92072	D0YB3X	Investigative	Inhibitor
20304	T40492	D0D2WV	Investigative	Inhibitor
20305	T55959	D02UUC	Investigative	Inhibitor
20306	T21945	D02UUC	Investigative	Inhibitor
20307	T27812	D02UUC	Investigative	Inhibitor
20308	T92072	D0W0QF	Investigative	Inhibitor
20309	T51487	D0V2LK	Investigative	Inhibitor
20310	T08910	D0V2LK	Investigative	Inhibitor
20311	T64382	D0V2LK	Investigative	Inhibitor
20312	T92072	D0T5FY	Investigative	Inhibitor
20313	T92072	D0K2QF	Investigative	Inhibitor
20314	T77365	D08GLJ	Investigative	Inhibitor
20315	T27812	D07RQT	Investigative	Inhibitor
20316	T12475	D0V6KF	Investigative	Inhibitor
20317	T33584	D03PGF	Investigative	Inhibitor
20318	T62276	D03PGF	Investigative	Inhibitor
20319	T76414	D03PGF	Investigative	Inhibitor
20320	T22285	D03PGF	Investigative	Inhibitor
20321	T54128	D03PGF	Investigative	Inhibitor
20322	T89515	D0J4KJ	Investigative	Inhibitor
20323	T26623	D0IF8Z	Investigative	Inhibitor
20324	T26623	D0J7MD	Investigative	Inhibitor
20325	T26623	D07GTX	Investigative	Inhibitor
20326	T14342	D0UO3I	Investigative	Inhibitor
20327	T26623	D0F6TM	Investigative	Inhibitor
20328	T22118	D08EMG	Investigative	Inhibitor
20329	T67162	D08EMG	Investigative	Inhibitor
20330	T22839	D06RRT	Investigative	Inhibitor
20331	T62276	D0H7PR	Investigative	Inhibitor
20332	T76414	D0H7PR	Investigative	Inhibitor
20333	T22285	D0H7PR	Investigative	Inhibitor
20334	T58992	D03UFD	Investigative	Inhibitor
20335	T60693	D03UFD	Investigative	Inhibitor
20336	T47768	D03UFD	Investigative	Inhibitor
20337	T22285	D00KGK	Investigative	Inhibitor
20338	T76414	D00KGK	Investigative	Inhibitor
20339	T62276	D00KGK	Investigative	Inhibitor
20340	T76414	D0D5HM	Investigative	Inhibitor
20341	T22285	D0D5HM	Investigative	Inhibitor
20342	T62276	D0D5HM	Investigative	Inhibitor
20343	T62276	D0H5JV	Investigative	Inhibitor
20344	T58992	D03BRB	Investigative	Inhibitor
20345	T47768	D03BRB	Investigative	Inhibitor
20346	T47768	D0ZI5Z	Investigative	Inhibitor
20347	T58992	D0ZI5Z	Investigative	Inhibitor
20348	T47768	D0M6BL	Investigative	Inhibitor
20349	T58992	D0M6BL	Investigative	Inhibitor
20350	T58992	D00WEV	Investigative	Inhibitor
20351	T47768	D00WEV	Investigative	Inhibitor
20352	T62276	D0U8ZQ	Investigative	Inhibitor
20353	T22285	D0U8ZQ	Investigative	Inhibitor
20354	T76414	D0U8ZQ	Investigative	Inhibitor
20355	T14342	D03OQK	Investigative	Inhibitor
20356	T11211	D07TLT	Investigative	Inhibitor
20357	T11211	D00QVP	Investigative	Inhibitor
20358	T47768	D05ETG	Investigative	Inhibitor
20359	T47768	D04MYP	Investigative	Inhibitor
20360	T47768	D07XXX	Investigative	Inhibitor
20361	T47768	D08FGQ	Investigative	Inhibitor
20362	T58992	D08FGQ	Investigative	Inhibitor
20363	T47768	D0G2BN	Investigative	Inhibitor
20364	T47768	D01MKM	Investigative	Inhibitor
20365	T47768	D0C2ZW	Investigative	Inhibitor
20366	T47768	D03NCF	Investigative	Inhibitor
20367	T47768	D0R0OZ	Investigative	Inhibitor
20368	T32060	D0I6KF	Investigative	Inhibitor
20369	T32060	D0W1CC	Investigative	Inhibitor
20370	T32060	D0L8MR	Investigative	Inhibitor
20371	T55959	D06QDX	Investigative	Inhibitor
20372	T55959	D0FS4V	Investigative	Inhibitor
20373	T55959	D0Z8DJ	Investigative	Inhibitor
20374	T55959	D0Y5WA	Investigative	Inhibitor
20375	T55959	D01DNN	Investigative	Inhibitor
20376	T55959	D00NEE	Investigative	Inhibitor
20377	T83875	D02QBV	Investigative	Inhibitor
20378	T83011	D02QBV	Investigative	Inhibitor
20379	T83011	D09GCE	Investigative	Inhibitor
20380	T83011	D0T8AD	Investigative	Inhibitor
20381	T83011	D05ILO	Investigative	Inhibitor
20382	T83011	D0FR3X	Investigative	Inhibitor
20383	T83011	D0IN0X	Investigative	Inhibitor
20384	T83011	D0U4JD	Investigative	Inhibitor
20385	T83011	D0G5YA	Investigative	Inhibitor
20386	T83011	D0JY9B	Investigative	Inhibitor
20387	T83011	D03KYZ	Investigative	Inhibitor
20388	T83011	D05HVV	Investigative	Inhibitor
20389	T83011	D05OTR	Investigative	Inhibitor
20390	T83011	D08BUB	Investigative	Inhibitor
20391	T83011	D0T7EJ	Investigative	Inhibitor
20392	T58992	D03BFH	Investigative	Inhibitor
20393	T47768	D03BFH	Investigative	Inhibitor
20394	T47768	D0HL7Q	Investigative	Inhibitor
20395	T58992	D0C5RC	Investigative	Inhibitor
20396	T47768	D0C5RC	Investigative	Inhibitor
20397	T30082	D07FFB	Investigative	Inhibitor
20398	T97035	D01VOU	Investigative	Inhibitor
20399	T97035	D0L3KR	Investigative	Inhibitor
20400	T97035	D0BH2T	Investigative	Inhibitor
20401	T30082	D04ZJO	Investigative	Inhibitor
20402	T99402	D0P2VP	Investigative	Inhibitor
20403	T82028	D01RDB	Investigative	Inhibitor
20404	T82028	D0Y4CC	Investigative	Inhibitor
20405	T32060	D03JEW	Investigative	Inhibitor
20406	T32060	D05LJF	Investigative	Inhibitor
20407	T32060	D0I8MP	Investigative	Inhibitor
20408	T26623	D08NKL	Investigative	Inhibitor
20409	T26623	D0U8GZ	Investigative	Inhibitor
20410	T31514	D0X6BK	Investigative	Inhibitor
20411	T26617	D0R5RE	Investigative	Inhibitor
20412	T67162	D0L1IS	Investigative	Inhibitor
20413	T67162	D05OHF	Investigative	Inhibitor
20414	T22118	D05OHF	Investigative	Inhibitor
20415	T92072	D0ZO1R	Investigative	Inhibitor
20416	T30082	D0C0NS	Investigative	Inhibitor
20417	T60529	D0R1UO	Investigative	Inhibitor
20418	T99799	D0NU3J	Investigative	Inhibitor
20419	T99799	D05XPL	Investigative	Inhibitor
20420	T26623	D08DRD	Investigative	Inhibitor
20421	T26623	D03NEF	Investigative	Inhibitor
20422	T26623	D0Z3FX	Investigative	Inhibitor
20423	T97035	D04XED	Investigative	Inhibitor
20424	T30082	D0PF3Z	Investigative	Inhibitor
20425	T30082	D01ZHK	Investigative	Inhibitor
20426	T30082	D07YQY	Investigative	Inhibitor
20427	T30082	D0H7OP	Investigative	Inhibitor
20428	T30082	D0O9OW	Investigative	Inhibitor
20429	T30082	D08LBC	Investigative	Inhibitor
20430	T30082	D0B2JV	Investigative	Inhibitor
20431	T92072	D0M8NW	Investigative	Inhibitor
20432	T77365	D0M8NW	Investigative	Inhibitor
20433	T30082	D09FAU	Investigative	Inhibitor
20434	T99799	D09FAU	Investigative	Inhibitor
20435	T30082	D09DJX	Investigative	Inhibitor
20436	T30082	D0Y3LO	Investigative	Inhibitor
20437	T30082	D02VFM	Investigative	Inhibitor
20438	T30082	D0ST5U	Investigative	Inhibitor
20439	T06046	D03EHB	Investigative	Inhibitor
20440	T02703	D03EHB	Investigative	Inhibitor
20441	T16117	D03EHB	Investigative	Inhibitor
20442	T83011	D0EX4L	Investigative	Inhibitor
20443	T97035	D09FDZ	Investigative	Inhibitor
20444	T97035	D0J5DN	Investigative	Inhibitor
20445	T64591	D07ZZD	Investigative	Inhibitor
20446	T66665	D0V2QP	Investigative	Inhibitor
20447	T11754	D0R5RW	Investigative	Inhibitor
20448	T77913	D08NXC	Investigative	Inhibitor
20449	T89515	D0U7CJ	Investigative	Inhibitor
20450	T99799	D01TLN	Investigative	Inhibitor
20451	T30082	D01TLN	Investigative	Inhibitor
20452	T30082	D0W7XL	Investigative	Inhibitor
20453	T99799	D0W7XL	Investigative	Inhibitor
20454	T99799	D01DHW	Investigative	Inhibitor
20455	T30082	D01DHW	Investigative	Inhibitor
20456	T99799	D09XSI	Investigative	Inhibitor
20457	T30082	D09XSI	Investigative	Inhibitor
20458	T99799	D02WKB	Investigative	Inhibitor
20459	T30082	D02WKB	Investigative	Inhibitor
20460	T47768	D0G2YV	Investigative	Inhibitor
20461	T30082	D05EPI	Investigative	Inhibitor
20462	T30082	D06LRC	Investigative	Inhibitor
20463	T97035	D02IJM	Investigative	Inhibitor
20464	T97035	D0S5OR	Investigative	Inhibitor
20465	T66665	D0QV6M	Investigative	Inhibitor
20466	T78709	D0MS3V	Investigative	Inhibitor
20467	T78709	D0B5ST	Investigative	Inhibitor
20468	T66665	D0C1GO	Investigative	Inhibitor
20469	T60529	D0T5DO	Investigative	Inhibitor
20470	T60529	D02HSZ	Investigative	Inhibitor
20471	T26623	D0CX4E	Investigative	Inhibitor
20472	T26623	D0G4CJ	Investigative	Inhibitor
20473	T26623	D03LRQ	Investigative	Inhibitor
20474	T42446	D0E7YK	Investigative	Inhibitor
20475	T64382	D09EVY	Investigative	Inhibitor
20476	T20474	D0M9JU	Investigative	Inhibitor
20477	T20474	D0H6VK	Investigative	Inhibitor
20478	T37847	D0H6VK	Investigative	Inhibitor
20479	T37847	D0D8QY	Investigative	Inhibitor
20480	T20474	D0AW7G	Investigative	Inhibitor
20481	T20474	D0QH5P	Investigative	Inhibitor
20482	T37847	D02NCY	Investigative	Inhibitor
20483	T64382	D0J5TL	Investigative	Inhibitor
20484	T43189	D0Y8UP	Investigative	Inhibitor
20485	T68536	D0Y8UP	Investigative	Inhibitor
20486	T68536	D0QP5D	Investigative	Inhibitor
20487	T43189	D0QP5D	Investigative	Inhibitor
20488	T43189	D08CQQ	Investigative	Inhibitor
20489	T68536	D08CQQ	Investigative	Inhibitor
20490	T92777	D0Z2RR	Investigative	Inhibitor
20491	T92777	D0T0EJ	Investigative	Inhibitor
20492	T64382	D0O1OZ	Investigative	Inhibitor
20493	T92328	D05VJH	Investigative	Inhibitor
20494	T92328	D0WT2Z	Investigative	Inhibitor
20495	T92328	D0U3DW	Investigative	Inhibitor
20496	T92328	D0GM8V	Investigative	Inhibitor
20497	T43189	D04XJT	Investigative	Inhibitor
20498	T68536	D04XJT	Investigative	Inhibitor
20499	T92328	D05QKM	Investigative	Inhibitor
20500	T92328	D0S6KD	Investigative	Inhibitor
20501	T92328	D01MHP	Investigative	Inhibitor
20502	T92328	D04QNI	Investigative	Inhibitor
20503	T92328	D0G2RB	Investigative	Inhibitor
20504	T92328	D0J6WG	Investigative	Inhibitor
20505	T76685	D06SKK	Investigative	Inhibitor
20506	T37693	D06SKK	Investigative	Inhibitor
20507	T92521	D0CR8V	Investigative	Inhibitor
20508	T92521	D08AIJ	Investigative	Inhibitor
20509	T92521	D01FJE	Investigative	Inhibitor
20510	T92521	D00RFY	Investigative	Inhibitor
20511	T92521	D04DYO	Investigative	Inhibitor
20512	T92521	D06PZE	Investigative	Inhibitor
20513	T40954	D01FGM	Investigative	Inhibitor
20514	T92521	D01FGM	Investigative	Inhibitor
20515	T00140	D0NS1S	Investigative	Inhibitor
20516	T92521	D0NS1S	Investigative	Inhibitor
20517	T40954	D0NS1S	Investigative	Inhibitor
20518	T58992	D03RBD	Investigative	Inhibitor
20519	T60693	D03RBD	Investigative	Inhibitor
20520	T20251	D03RBD	Investigative	Inhibitor
20521	T47768	D03RBD	Investigative	Inhibitor
20522	T88185	D02YVZ	Investigative	Inhibitor
20523	T88185	D07XKG	Investigative	Inhibitor
20524	T88185	D0Y7XK	Investigative	Inhibitor
20525	T89697	D02DRL	Investigative	Inhibitor
20526	T89697	D07NSZ	Investigative	Inhibitor
20527	T89697	D0O9QG	Investigative	Inhibitor
20528	T89697	D02IVJ	Investigative	Inhibitor
20529	T89697	D03JAE	Investigative	Inhibitor
20530	T89697	D05LFV	Investigative	Inhibitor
20531	T89697	D05AFW	Investigative	Inhibitor
20532	T89697	D0Q9JG	Investigative	Inhibitor
20533	T89697	D03JMD	Investigative	Inhibitor
20534	T89697	D0W3OY	Investigative	Inhibitor
20535	T89697	D09JOM	Investigative	Inhibitor
20536	T89697	D0P1CO	Investigative	Inhibitor
20537	T27812	D0X4FO	Investigative	Inhibitor
20538	T60330	D0U0KJ	Investigative	Inhibitor
20539	T86679	D0Y2RM	Investigative	Inhibitor
20540	T92072	D0Y2RM	Investigative	Inhibitor
20541	T77365	D0Y2RM	Investigative	Inhibitor
20542	T79961	D02PFJ	Investigative	Inhibitor
20543	T20709	D02PFJ	Investigative	Inhibitor
20544	T46185	D02PFJ	Investigative	Inhibitor
20545	T28893	D02PFJ	Investigative	Inhibitor
20546	T67684	D02PFJ	Investigative	Inhibitor
20547	T84621	D0G3RD	Investigative	Inhibitor
20548	T00140	D08BNV	Investigative	Inhibitor
20549	T84621	D0P9JF	Investigative	Inhibitor
20550	T44861	D0M3UR	Investigative	Inhibitor
20551	T47768	D07LXZ	Investigative	Inhibitor
20552	T58992	D07LXZ	Investigative	Inhibitor
20553	T84621	D08UWI	Investigative	Inhibitor
20554	T53381	D0E5CI	Investigative	Inhibitor
20555	T92609	D0E5CI	Investigative	Inhibitor
20556	T60529	D01EWD	Investigative	Inhibitor
20557	T44861	D0K5ZY	Investigative	Inhibitor
20558	T44861	D0G3BJ	Investigative	Inhibitor
20559	T99816	D0W1BY	Investigative	Inhibitor
20560	T47768	D08BOD	Investigative	Inhibitor
20561	T58992	D08BOD	Investigative	Inhibitor
20562	T99816	D0H6TE	Investigative	Inhibitor
20563	T99816	D07GGP	Investigative	Inhibitor
20564	T60529	D0X9VY	Investigative	Inhibitor
20565	T80896	D00AAU	Investigative	Inhibitor
20566	T89534	D00AAU	Investigative	Inhibitor
20567	T58992	D0N7FU	Investigative	Inhibitor
20568	T00140	D0C1XI	Investigative	Inhibitor
20569	T08910	D0L2KB	Investigative	Inhibitor
20570	T64382	D0L2KB	Investigative	Inhibitor
20571	T80387	D0L2KB	Investigative	Inhibitor
20572	T51487	D0L2KB	Investigative	Inhibitor
20573	T64382	D0W9WW	Investigative	Inhibitor
20574	T51487	D0W9WW	Investigative	Inhibitor
20575	T51487	D0Q6CJ	Investigative	Inhibitor
20576	T64382	D0Q6CJ	Investigative	Inhibitor
20577	T46185	D09TDI	Investigative	Inhibitor
20578	T28893	D09TDI	Investigative	Inhibitor
20579	T92072	D07HKU	Investigative	Inhibitor
20580	T51487	D0W3FQ	Investigative	Inhibitor
20581	T64382	D0W3FQ	Investigative	Inhibitor
20582	T51487	D0T4ZI	Investigative	Inhibitor
20583	T64382	D0T4ZI	Investigative	Inhibitor
20584	T47768	D05CRC	Investigative	Inhibitor
20585	T11072	D00WEQ	Investigative	Inhibitor
20586	T32060	D00WEQ	Investigative	Inhibitor
20587	T78709	D00WEQ	Investigative	Inhibitor
20588	T00140	D0G3VE	Investigative	Inhibitor
20589	T64382	D04JUH	Investigative	Inhibitor
20590	T51487	D04JUH	Investigative	Inhibitor
20591	T51487	D0J9SS	Investigative	Inhibitor
20592	T08910	D0J9SS	Investigative	Inhibitor
20593	T64382	D0J9SS	Investigative	Inhibitor
20594	T64382	D0C5XB	Investigative	Inhibitor
20595	T51487	D0C5XB	Investigative	Inhibitor
20596	T07137	D0Q7OY	Investigative	Inhibitor
20597	T00140	D04IFV	Investigative	Inhibitor
20598	T00140	D0P1LP	Investigative	Inhibitor
20599	T14342	D0X4SF	Investigative	Inhibitor
20600	T14342	D0X2IG	Investigative	Inhibitor
20601	T14342	D0I5TQ	Investigative	Inhibitor
20602	T14342	D0N8KZ	Investigative	Inhibitor
20603	T14342	D0J0CU	Investigative	Inhibitor
20604	T14342	D07IUX	Investigative	Inhibitor
20605	T14342	D0U4BQ	Investigative	Inhibitor
20606	T29303	D0L5UC	Investigative	Inhibitor
20607	T76937	D0L5UC	Investigative	Inhibitor
20608	T14342	D0A8BJ	Investigative	Inhibitor
20609	T14342	D06DTQ	Investigative	Inhibitor
20610	T14342	D02MJN	Investigative	Inhibitor
20611	T83193	D03KQG	Investigative	Inhibitor
20612	T64213	D03KQG	Investigative	Inhibitor
20613	T67272	D0GI9S	Investigative	Inhibitor
20614	T86428	D07ZTG	Investigative	Inhibitor
20615	T83193	D00ESG	Investigative	Inhibitor
20616	T64213	D00ESG	Investigative	Inhibitor
20617	T49526	D0MS4Z	Investigative	Inhibitor
20618	T67272	D0EG8X	Investigative	Inhibitor
20619	T60182	D08SYL	Investigative	Inhibitor
20620	T89515	D0Y3TU	Investigative	Inhibitor
20621	T47768	D05XPU	Investigative	Inhibitor
20622	T67272	D0Q0EY	Investigative	Inhibitor
20623	T67272	D0P9YU	Investigative	Inhibitor
20624	T21945	D07RQT	Investigative	Inhibitor
20625	T55959	D07RQT	Investigative	Inhibitor
20626	T92072	D04QAD	Investigative	Inhibitor
20627	T92072	D04LPX	Investigative	Inhibitor
20628	T92072	D00JXL	Investigative	Inhibitor
20629	T08910	D01PPZ	Investigative	Inhibitor
20630	T64382	D01PPZ	Investigative	Inhibitor
20631	T80387	D01PPZ	Investigative	Inhibitor
20632	T51487	D01PPZ	Investigative	Inhibitor
20633	T92072	D00UFJ	Investigative	Inhibitor
20634	T92072	D0H3QX	Investigative	Inhibitor
